# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a	decimals	mode
020783	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	18	toeven
020784	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	19	toeven
020785	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	20	toeven
020786	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	21	toeven
020787	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	22	toeven
020788	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	23	toeven
020789	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	24	toeven
020790	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	25	toeven
020791	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	26	toeven
020792	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	27	toeven
020793	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	28	toeven
020794	ok	00269447,00000000,00000000,80000000	96b3365c,00000000,00000000,80030000	0	awayfromzero
020795	ok	0181cac9,00000000,00000000,80010000	96b3365c,00000000,00000000,80030000	1	awayfromzero
020796	ok	0f11ebd6,00000000,00000000,80020000	96b3365c,00000000,00000000,80030000	2	awayfromzero
020797	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	3	awayfromzero
020798	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	4	awayfromzero
020799	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	5	awayfromzero
020800	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	6	awayfromzero
020801	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	7	awayfromzero
020802	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	8	awayfromzero
020803	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	9	awayfromzero
020804	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	10	awayfromzero
020805	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	11	awayfromzero
020806	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	12	awayfromzero
020807	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	13	awayfromzero
020808	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	14	awayfromzero
020809	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	15	awayfromzero
020810	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	16	awayfromzero
020811	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	17	awayfromzero
020812	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	18	awayfromzero
020813	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	19	awayfromzero
020814	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	20	awayfromzero
020815	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	21	awayfromzero
020816	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	22	awayfromzero
020817	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	23	awayfromzero
020818	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	24	awayfromzero
020819	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	25	awayfromzero
020820	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	26	awayfromzero
020821	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	27	awayfromzero
020822	ok	96b3365c,00000000,00000000,80030000	96b3365c,00000000,00000000,80030000	28	awayfromzero
020823	ok	8c555573,f7638502,0001661a,00000000	c559da2c,9f7bb389,36a47d5f,00040000	0	toeven
020824	ok	7b55567d,a9e33219,000dfd0d,00010000	c559da2c,9f7bb389,36a47d5f,00040000	1	toeven
020825	ok	d15560e7,a2dff4fe,008be288,00020000	c559da2c,9f7bb389,36a47d5f,00040000	2	toeven
020826	ok	2d55c904,5cbf91f4,0576d956,00030000	c559da2c,9f7bb389,36a47d5f,00040000	3	toeven
020827	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	4	toeven
020828	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	5	toeven
020829	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	6	toeven
020830	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	7	toeven
020831	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	8	toeven
020832	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	9	toeven
020833	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	10	toeven
020834	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	11	toeven
020835	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	12	toeven
020836	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	13	toeven
020837	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	14	toeven
020838	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	15	toeven
020839	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	16	toeven
020840	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	17	toeven
020841	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	18	toeven
020842	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	19	toeven
020843	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	20	toeven
020844	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	21	toeven
020845	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	22	toeven
020846	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	23	toeven
020847	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	24	toeven
020848	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	25	toeven
020849	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	26	toeven
020850	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	27	toeven
020851	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	28	toeven
020852	ok	8c555573,f7638502,0001661a,00000000	c559da2c,9f7bb389,36a47d5f,00040000	0	awayfromzero
020853	ok	7b55567d,a9e33219,000dfd0d,00010000	c559da2c,9f7bb389,36a47d5f,00040000	1	awayfromzero
020854	ok	d15560e7,a2dff4fe,008be288,00020000	c559da2c,9f7bb389,36a47d5f,00040000	2	awayfromzero
020855	ok	2d55c904,5cbf91f4,0576d956,00030000	c559da2c,9f7bb389,36a47d5f,00040000	3	awayfromzero
020856	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	4	awayfromzero
020857	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	5	awayfromzero
020858	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	6	awayfromzero
020859	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	7	awayfromzero
020860	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	8	awayfromzero
020861	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	9	awayfromzero
020862	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	10	awayfromzero
020863	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	11	awayfromzero
020864	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	12	awayfromzero
020865	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	13	awayfromzero
020866	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	14	awayfromzero
020867	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	15	awayfromzero
020868	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	16	awayfromzero
020869	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	17	awayfromzero
020870	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	18	awayfromzero
020871	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	19	awayfromzero
020872	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	20	awayfromzero
020873	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	21	awayfromzero
020874	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	22	awayfromzero
020875	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	23	awayfromzero
020876	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	24	awayfromzero
020877	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	25	awayfromzero
020878	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	26	awayfromzero
020879	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	27	awayfromzero
020880	ok	c559da2c,9f7bb389,36a47d5f,00040000	c559da2c,9f7bb389,36a47d5f,00040000	28	awayfromzero
020881	ok	00377b7b,00000000,00000000,80000000	7d154014,3275fdaf,00000000,800c0000	0	toeven
020882	ok	022ad2d0,00000000,00000000,80010000	7d154014,3275fdaf,00000000,800c0000	1	toeven
020883	ok	15ac3c20,00000000,00000000,80020000	7d154014,3275fdaf,00000000,800c0000	2	toeven
020884	ok	d8ba5944,00000000,00000000,80030000	7d154014,3275fdaf,00000000,800c0000	3	toeven
020885	ok	77477cab,00000008,00000000,80040000	7d154014,3275fdaf,00000000,800c0000	4	toeven
020886	ok	a8cadeb1,00000054,00000000,80050000	7d154014,3275fdaf,00000000,800c0000	5	toeven
020887	ok	97ecb2eb,0000034e,00000000,80060000	7d154014,3275fdaf,00000000,800c0000	6	toeven
020888	ok	ef3efd30,00002111,00000000,80070000	7d154014,3275fdaf,00000000,800c0000	7	toeven
020889	ok	5875e3df,00014ab3,00000000,80080000	7d154014,3275fdaf,00000000,800c0000	8	toeven
020890	ok	749ae6b8,000ceb01,00000000,80090000	7d154014,3275fdaf,00000000,800c0000	9	toeven
020891	ok	8e0d0333,00812e0e,00000000,800a0000	7d154014,3275fdaf,00000000,800c0000	10	toeven
020892	ok	8c822002,050bcc91,00000000,800b0000	7d154014,3275fdaf,00000000,800c0000	11	toeven
020893	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	12	toeven
020894	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	13	toeven
020895	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	14	toeven
020896	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	15	toeven
020897	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	16	toeven
020898	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	17	toeven
020899	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	18	toeven
020900	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	19	toeven
020901	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	20	toeven
020902	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	21	toeven
020903	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	22	toeven
020904	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	23	toeven
020905	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	24	toeven
020906	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	25	toeven
020907	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	26	toeven
020908	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	27	toeven
020909	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	28	toeven
020910	ok	00377b7b,00000000,00000000,80000000	7d154014,3275fdaf,00000000,800c0000	0	awayfromzero
020911	ok	022ad2d0,00000000,00000000,80010000	7d154014,3275fdaf,00000000,800c0000	1	awayfromzero
020912	ok	15ac3c20,00000000,00000000,80020000	7d154014,3275fdaf,00000000,800c0000	2	awayfromzero
020913	ok	d8ba5944,00000000,00000000,80030000	7d154014,3275fdaf,00000000,800c0000	3	awayfromzero
020914	ok	77477cab,00000008,00000000,80040000	7d154014,3275fdaf,00000000,800c0000	4	awayfromzero
020915	ok	a8cadeb1,00000054,00000000,80050000	7d154014,3275fdaf,00000000,800c0000	5	awayfromzero
020916	ok	97ecb2eb,0000034e,00000000,80060000	7d154014,3275fdaf,00000000,800c0000	6	awayfromzero
020917	ok	ef3efd30,00002111,00000000,80070000	7d154014,3275fdaf,00000000,800c0000	7	awayfromzero
020918	ok	5875e3df,00014ab3,00000000,80080000	7d154014,3275fdaf,00000000,800c0000	8	awayfromzero
020919	ok	749ae6b8,000ceb01,00000000,80090000	7d154014,3275fdaf,00000000,800c0000	9	awayfromzero
020920	ok	8e0d0333,00812e0e,00000000,800a0000	7d154014,3275fdaf,00000000,800c0000	10	awayfromzero
020921	ok	8c822002,050bcc91,00000000,800b0000	7d154014,3275fdaf,00000000,800c0000	11	awayfromzero
020922	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	12	awayfromzero
020923	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	13	awayfromzero
020924	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	14	awayfromzero
020925	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	15	awayfromzero
020926	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	16	awayfromzero
020927	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	17	awayfromzero
020928	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	18	awayfromzero
020929	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	19	awayfromzero
020930	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	20	awayfromzero
020931	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	21	awayfromzero
020932	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	22	awayfromzero
020933	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	23	awayfromzero
020934	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	24	awayfromzero
020935	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	25	awayfromzero
020936	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	26	awayfromzero
020937	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	27	awayfromzero
020938	ok	7d154014,3275fdaf,00000000,800c0000	7d154014,3275fdaf,00000000,800c0000	28	awayfromzero
020939	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	0	toeven
020940	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	1	toeven
020941	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	2	toeven
020942	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	3	toeven
020943	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	4	toeven
020944	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	5	toeven
020945	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	6	toeven
020946	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	7	toeven
020947	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	8	toeven
020948	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	9	toeven
020949	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	10	toeven
020950	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	11	toeven
020951	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	12	toeven
020952	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	13	toeven
020953	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	14	toeven
020954	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	15	toeven
020955	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	16	toeven
020956	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	17	toeven
020957	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	18	toeven
020958	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	19	toeven
020959	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	20	toeven
020960	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	21	toeven
020961	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	22	toeven
020962	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	23	toeven
020963	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	24	toeven
020964	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	25	toeven
020965	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	26	toeven
020966	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	27	toeven
020967	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	28	toeven
020968	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	0	awayfromzero
020969	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	1	awayfromzero
020970	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	2	awayfromzero
020971	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	3	awayfromzero
020972	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	4	awayfromzero
020973	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	5	awayfromzero
020974	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	6	awayfromzero
020975	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	7	awayfromzero
020976	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	8	awayfromzero
020977	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	9	awayfromzero
020978	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	10	awayfromzero
020979	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	11	awayfromzero
020980	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	12	awayfromzero
020981	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	13	awayfromzero
020982	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	14	awayfromzero
020983	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	15	awayfromzero
020984	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	16	awayfromzero
020985	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	17	awayfromzero
020986	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	18	awayfromzero
020987	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	19	awayfromzero
020988	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	20	awayfromzero
020989	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	21	awayfromzero
020990	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	22	awayfromzero
020991	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	23	awayfromzero
020992	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	24	awayfromzero
020993	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	25	awayfromzero
020994	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	26	awayfromzero
020995	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	27	awayfromzero
020996	ok	b16e85cb,00000000,00000000,80000000	b16e85cb,00000000,00000000,80000000	28	awayfromzero
020997	ok	659025e3,00000000,00000000,80000000	9ead7a20,ec784fda,00000000,800a0000	0	toeven
020998	ok	f7a17adf,00000003,00000000,80010000	9ead7a20,ec784fda,00000000,800a0000	1	toeven
020999	ok	ac4eccb1,00000027,00000000,80020000	9ead7a20,ec784fda,00000000,800a0000	2	toeven
021000	ok	bb13feee,0000018c,00000000,80030000	9ead7a20,ec784fda,00000000,800a0000	3	toeven
021001	ok	4ec7f54c,00000f7f,00000000,80040000	9ead7a20,ec784fda,00000000,800a0000	4	toeven
021002	ok	13cf94f7,00009af9,00000000,80050000	9ead7a20,ec784fda,00000000,800a0000	5	toeven
021003	ok	c61bd1a7,00060dba,00000000,80060000	9ead7a20,ec784fda,00000000,800a0000	6	toeven
021004	ok	bd163082,003c894b,00000000,80070000	9ead7a20,ec784fda,00000000,800a0000	7	toeven
021005	ok	62dde510,025d5cf5,00000000,80080000	9ead7a20,ec784fda,00000000,800a0000	8	toeven
021006	ok	dcaaf29d,17a5a195,00000000,80090000	9ead7a20,ec784fda,00000000,800a0000	9	toeven
021007	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	10	toeven
021008	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	11	toeven
021009	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	12	toeven
021010	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	13	toeven
021011	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	14	toeven
021012	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	15	toeven
021013	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	16	toeven
021014	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	17	toeven
021015	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	18	toeven
021016	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	19	toeven
021017	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	20	toeven
021018	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	21	toeven
021019	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	22	toeven
021020	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	23	toeven
021021	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	24	toeven
021022	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	25	toeven
021023	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	26	toeven
021024	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	27	toeven
021025	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	28	toeven
021026	ok	659025e3,00000000,00000000,80000000	9ead7a20,ec784fda,00000000,800a0000	0	awayfromzero
021027	ok	f7a17adf,00000003,00000000,80010000	9ead7a20,ec784fda,00000000,800a0000	1	awayfromzero
021028	ok	ac4eccb1,00000027,00000000,80020000	9ead7a20,ec784fda,00000000,800a0000	2	awayfromzero
021029	ok	bb13feee,0000018c,00000000,80030000	9ead7a20,ec784fda,00000000,800a0000	3	awayfromzero
021030	ok	4ec7f54c,00000f7f,00000000,80040000	9ead7a20,ec784fda,00000000,800a0000	4	awayfromzero
021031	ok	13cf94f7,00009af9,00000000,80050000	9ead7a20,ec784fda,00000000,800a0000	5	awayfromzero
021032	ok	c61bd1a7,00060dba,00000000,80060000	9ead7a20,ec784fda,00000000,800a0000	6	awayfromzero
021033	ok	bd163082,003c894b,00000000,80070000	9ead7a20,ec784fda,00000000,800a0000	7	awayfromzero
021034	ok	62dde510,025d5cf5,00000000,80080000	9ead7a20,ec784fda,00000000,800a0000	8	awayfromzero
021035	ok	dcaaf29d,17a5a195,00000000,80090000	9ead7a20,ec784fda,00000000,800a0000	9	awayfromzero
021036	ok	9ead7a20,ec784fda,00000000,800a0000	9ead7a20,ec784fda,00000000,800a0000	10	awayfromzero
